sample,timestamp_s,code_a,voltage_a_v,ac_a_v,code_b,voltage_b_v,ac_b_v,raw_hex
1,0.017040,1024,1.250305,-1.249695,1028,1.255189,-1.244811,10 00 10 10
2,0.017084,1024,1.250305,-1.249695,1024,1.250305,-1.249695,10 00 10 00
3,0.017094,1015,1.239316,-1.260684,1015,1.239316,-1.260684,0F DC 0F DC
4,0.017100,1015,1.239316,-1.260684,1011,1.234432,-1.265568,0F DC 0F CC
5,0.017106,1015,1.239316,-1.260684,1011,1.234432,-1.265568,0F DC 0F CE
6,0.017112,1015,1.239316,-1.260684,1019,1.244200,-1.255800,0F DC 0F EE
7,0.017118,1011,1.234432,-1.265568,1021,1.246642,-1.253358,0F CC 0F F6
8,0.017123,1011,1.234432,-1.265568,1037,1.266178,-1.233822,0F CC 10 36
9,0.017128,1011,1.234432,-1.265568,1036,1.264957,-1.235043,0F CC 10 32
10,0.017134,1011,1.234432,-1.265568,1036,1.264957,-1.235043,0F CE 10 30
11,0.017139,1011,1.234432,-1.265568,1028,1.255189,-1.244811,0F CE 10 10
12,0.017145,1011,1.234432,-1.265568,1024,1.250305,-1.249695,0F CE 10 00
13,0.017150,1019,1.244200,-1.255800,1015,1.239316,-1.260684,0F EE 0F DC
14,0.017155,1019,1.244200,-1.255800,1011,1.234432,-1.265568,0F EE 0F CC
15,0.017160,1019,1.244200,-1.255800,1011,1.234432,-1.265568,0F EE 0F CE
16,0.017165,1019,1.244200,-1.255800,1019,1.244200,-1.255800,0F EE 0F EE
17,0.017171,1021,1.246642,-1.253358,1021,1.246642,-1.253358,0F F6 0F F6
18,0.017176,1021,1.246642,-1.253358,1037,1.266178,-1.233822,0F F6 10 36
19,0.017181,1036,1.264957,-1.235043,1036,1.264957,-1.235043,10 32 10 32
20,0.017186,1037,1.266178,-1.233822,1036,1.264957,-1.235043,10 36 10 30
21,0.017191,1037,1.266178,-1.233822,1028,1.255189,-1.244811,10 36 10 10
22,0.017197,1036,1.264957,-1.235043,1026,1.252747,-1.247253,10 32 10 08
23,0.017202,1036,1.264957,-1.235043,1015,1.239316,-1.260684,10 30 0F DC
24,0.017207,1019,1.244200,-1.255800,1006,1.228327,-1.271673,0F EE 0F BA
25,0.017213,1019,1.244200,-1.255800,1028,1.255189,-1.244811,0F EE 10 10
26,0.017218,1019,1.244200,-1.255800,1028,1.255189,-1.244811,0F EE 10 10
27,0.017224,1019,1.244200,-1.255800,1024,1.250305,-1.249695,0F EE 10 00
28,0.017229,1019,1.244200,-1.255800,1015,1.239316,-1.260684,0F EE 0F DC
29,0.017234,1021,1.246642,-1.253358,1011,1.234432,-1.265568,0F F6 0F CE
30,0.017239,1033,1.261294,-1.238706,1011,1.234432,-1.265568,10 26 0F CE
31,0.017250,1037,1.266178,-1.233822,1019,1.244200,-1.255800,10 36 0F EE
32,0.017256,1037,1.266178,-1.233822,1033,1.261294,-1.238706,10 36 10 26
33,0.017262,1036,1.264957,-1.235043,1037,1.266178,-1.233822,10 32 10 36
34,0.017267,1036,1.264957,-1.235043,1036,1.264957,-1.235043,10 32 10 32
35,0.017272,1036,1.264957,-1.235043,1028,1.255189,-1.244811,10 30 10 10
36,0.017277,1036,1.264957,-1.235043,1028,1.255189,-1.244811,10 30 10 10
37,0.017283,1028,1.255189,-1.244811,1024,1.250305,-1.249695,10 10 10 00
38,0.017288,1028,1.255189,-1.244811,1015,1.239316,-1.260684,10 10 0F DC
39,0.017293,1024,1.250305,-1.249695,1011,1.234432,-1.265568,10 00 0F CC
40,0.017298,1024,1.250305,-1.249695,1011,1.234432,-1.265568,10 00 0F CE
41,0.017304,1024,1.250305,-1.249695,1019,1.244200,-1.255800,10 00 0F EE
42,0.017309,1015,1.239316,-1.260684,1021,1.246642,-1.253358,0F DC 0F F6
43,0.017314,1015,1.239316,-1.260684,1037,1.266178,-1.233822,0F DC 10 36
44,0.017319,1015,1.239316,-1.260684,1036,1.264957,-1.235043,0F DC 10 32
45,0.017325,1015,1.239316,-1.260684,1028,1.255189,-1.244811,0F DC 10 10
46,0.017330,1011,1.234432,-1.265568,1024,1.250305,-1.249695,0F CC 10 00
47,0.017335,1011,1.234432,-1.265568,1024,1.250305,-1.249695,0F CC 10 00
48,0.017340,1037,1.266178,-1.233822,1036,1.264957,-1.235043,10 36 10 30
49,0.017345,1036,1.264957,-1.235043,1028,1.255189,-1.244811,10 32 10 10
50,0.017350,1036,1.264957,-1.235043,1024,1.250305,-1.249695,10 32 10 00
51,0.017356,1036,1.264957,-1.235043,1015,1.239316,-1.260684,10 30 0F DC
52,0.017361,1028,1.255189,-1.244811,1011,1.234432,-1.265568,10 10 0F CC
53,0.017366,1028,1.255189,-1.244811,1011,1.234432,-1.265568,10 10 0F CE
54,0.017371,1024,1.250305,-1.249695,1019,1.244200,-1.255800,10 00 0F EE
55,0.017377,1024,1.250305,-1.249695,1021,1.246642,-1.253358,10 00 0F F6
56,0.017382,1024,1.250305,-1.249695,1036,1.264957,-1.235043,10 00 10 32
57,0.017387,1024,1.250305,-1.249695,1036,1.264957,-1.235043,10 00 10 32
58,0.017392,1015,1.239316,-1.260684,1036,1.264957,-1.235043,0F DC 10 30
59,0.017398,1015,1.239316,-1.260684,1028,1.255189,-1.244811,0F DC 10 10
60,0.017403,1015,1.239316,-1.260684,1024,1.250305,-1.249695,0F DC 10 00
61,0.017408,1015,1.239316,-1.260684,1015,1.239316,-1.260684,0F DC 0F DC
62,0.017420,1011,1.234432,-1.265568,1011,1.234432,-1.265568,0F CC 0F CC
63,0.017426,1011,1.234432,-1.265568,1011,1.234432,-1.265568,0F CC 0F CE
64,0.017431,1011,1.234432,-1.265568,1019,1.244200,-1.255800,0F CC 0F EE
65,0.017437,1011,1.234432,-1.265568,1019,1.244200,-1.255800,0F CE 0F EE
66,0.017442,1011,1.234432,-1.265568,1021,1.246642,-1.253358,0F CE 0F F6
67,0.017447,1011,1.234432,-1.265568,1036,1.264957,-1.235043,0F CE 10 32
68,0.017452,1019,1.244200,-1.255800,1036,1.264957,-1.235043,0F EE 10 30
69,0.017457,1019,1.244200,-1.255800,1028,1.255189,-1.244811,0F EE 10 10
70,0.017463,1019,1.244200,-1.255800,1024,1.250305,-1.249695,0F EE 10 00
71,0.017468,1024,1.250305,-1.249695,1036,1.264957,-1.235043,10 00 10 32
72,0.017473,1024,1.250305,-1.249695,1036,1.264957,-1.235043,10 00 10 30
73,0.017478,1015,1.239316,-1.260684,1028,1.255189,-1.244811,0F DC 10 10
74,0.017484,1015,1.239316,-1.260684,1024,1.250305,-1.249695,0F DC 10 00
75,0.017489,1015,1.239316,-1.260684,1024,1.250305,-1.249695,0F DC 10 00
76,0.017494,1015,1.239316,-1.260684,1015,1.239316,-1.260684,0F DC 0F DC
77,0.017501,1015,1.239316,-1.260684,1011,1.234432,-1.265568,0F DC 0F CC
78,0.017506,1011,1.234432,-1.265568,1011,1.234432,-1.265568,0F CC 0F CE
79,0.017511,1011,1.234432,-1.265568,1017,1.241758,-1.258242,0F CC 0F E6
80,0.017517,1011,1.234432,-1.265568,1021,1.246642,-1.253358,0F CE 0F F6
81,0.017522,1011,1.234432,-1.265568,1036,1.264957,-1.235043,0F CE 10 32
82,0.017527,1011,1.234432,-1.265568,1036,1.264957,-1.235043,0F CE 10 32
83,0.017533,1019,1.244200,-1.255800,1028,1.255189,-1.244811,0F EE 10 10
84,0.017538,1019,1.244200,-1.255800,1028,1.255189,-1.244811,0F EE 10 10
85,0.017543,1019,1.244200,-1.255800,1024,1.250305,-1.249695,0F EE 10 00
86,0.017548,1019,1.244200,-1.255800,1015,1.239316,-1.260684,0F EE 0F DC
87,0.017554,1019,1.244200,-1.255800,1011,1.234432,-1.265568,0F EE 0F CC
88,0.017559,1021,1.246642,-1.253358,1011,1.234432,-1.265568,0F F6 0F CE
89,0.017564,1033,1.261294,-1.238706,1019,1.244200,-1.255800,10 26 0F EE
90,0.017569,1037,1.266178,-1.233822,1017,1.241758,-1.258242,10 36 0F E6
91,0.017574,1037,1.266178,-1.233822,1036,1.264957,-1.235043,10 36 10 32
92,0.017580,1037,1.266178,-1.233822,1036,1.264957,-1.235043,10 36 10 32
93,0.017585,1036,1.264957,-1.235043,1036,1.264957,-1.235043,10 32 10 30
94,0.017596,1033,1.261294,-1.238706,1028,1.255189,-1.244811,10 26 10 10
95,0.017602,1037,1.266178,-1.233822,1024,1.250305,-1.249695,10 36 10 00
96,0.017608,1037,1.266178,-1.233822,1015,1.239316,-1.260684,10 36 0F DC
97,0.017613,1036,1.264957,-1.235043,1011,1.234432,-1.265568,10 32 0F CC
98,0.017618,1036,1.264957,-1.235043,1011,1.234432,-1.265568,10 32 0F CE
99,0.017623,1036,1.264957,-1.235043,1019,1.244200,-1.255800,10 30 0F EE
100,0.017628,1032,1.260073,-1.239927,1019,1.244200,-1.255800,10 20 0F EE
101,0.017634,1028,1.255189,-1.244811,1033,1.261294,-1.238706,10 10 10 26
102,0.017639,1028,1.255189,-1.244811,1036,1.264957,-1.235043,10 10 10 32
103,0.017644,1028,1.255189,-1.244811,1036,1.264957,-1.235043,10 10 10 30
104,0.017649,1024,1.250305,-1.249695,1028,1.255189,-1.244811,10 00 10 10
105,0.017655,1024,1.250305,-1.249695,1026,1.252747,-1.247253,10 00 10 08
106,0.017660,1024,1.250305,-1.249695,1024,1.250305,-1.249695,10 00 10 00
107,0.017665,1024,1.250305,-1.249695,1015,1.239316,-1.260684,10 00 0F DC
108,0.017670,1015,1.239316,-1.260684,1011,1.234432,-1.265568,0F DC 0F CC
109,0.017676,1015,1.239316,-1.260684,1011,1.234432,-1.265568,0F DC 0F CE
110,0.017681,1015,1.239316,-1.260684,1019,1.244200,-1.255800,0F DC 0F EE
111,0.017686,1015,1.239316,-1.260684,1017,1.241758,-1.258242,0F DC 0F E6
112,0.017691,1015,1.239316,-1.260684,1036,1.264957,-1.235043,0F DC 10 32
113,0.017805,1011,1.234432,-1.265568,1036,1.264957,-1.235043,0F CC 10 32
114,0.017831,1011,1.234432,-1.265568,1036,1.264957,-1.235043,0F CC 10 30
115,0.017838,1011,1.234432,-1.265568,1028,1.255189,-1.244811,0F CC 10 10
116,0.017844,1011,1.234432,-1.265568,1024,1.250305,-1.249695,0F CE 10 00
117,0.017849,1024,1.250305,-1.249695,1004,1.225885,-1.274115,10 00 0F B2
118,0.017855,1028,1.255189,-1.244811,1032,1.260073,-1.239927,10 10 10 20
119,0.017860,1028,1.255189,-1.244811,1028,1.255189,-1.244811,10 10 10 10
120,0.017865,1024,1.250305,-1.249695,1024,1.250305,-1.249695,10 00 10 00
121,0.017871,1024,1.250305,-1.249695,1015,1.239316,-1.260684,10 00 0F DC
122,0.017876,1024,1.250305,-1.249695,1011,1.234432,-1.265568,10 00 0F CC
123,0.017881,1024,1.250305,-1.249695,1011,1.234432,-1.265568,10 00 0F CE
124,0.017886,1015,1.239316,-1.260684,1019,1.244200,-1.255800,0F DC 0F EE
