frequency_hz,sample,timestamp_s,code_a,voltage_a_v,ac_a_v,code_b,voltage_b_v,ac_b_v,raw_hex
95000,1,1.058351,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,2,1.058377,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,3,1.058382,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,4,1.058386,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,5,1.058388,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,6,1.058401,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,7,1.058404,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,8,1.058406,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,9,1.058409,1375,1.678877,-0.821123,2628,3.208791,0.708791,0A BE 14 88
95000,10,1.058411,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,11,1.058414,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,12,1.058417,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,13,1.058419,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,14,1.058421,1377,1.681319,-0.818681,2626,3.206349,0.706349,0A C2 14 84
95000,15,1.058424,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,16,1.058426,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,17,1.058429,1377,1.681319,-0.818681,2627,3.207570,0.707570,0A C2 14 86
95000,18,1.058434,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,19,1.058436,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,20,1.058439,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,21,1.058441,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,22,1.058444,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,23,1.058446,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,24,1.058449,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,25,1.058453,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,26,1.058456,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,27,1.058458,1375,1.678877,-0.821123,2628,3.208791,0.708791,0A BE 14 88
95000,28,1.058461,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,29,1.058463,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,30,1.058466,1375,1.678877,-0.821123,2628,3.208791,0.708791,0A BE 14 88
95000,31,1.058468,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,32,1.058470,1377,1.681319,-0.818681,2626,3.206349,0.706349,0A C2 14 84
95000,33,1.058473,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,34,1.058476,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,35,1.058478,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,36,1.058481,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,37,1.058485,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,38,1.058487,1377,1.681319,-0.818681,2627,3.207570,0.707570,0A C2 14 86
95000,39,1.058490,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,40,1.058492,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,41,1.058495,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,42,1.058499,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,43,1.058501,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,44,1.058504,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,45,1.058506,1375,1.678877,-0.821123,2628,3.208791,0.708791,0A BE 14 88
95000,46,1.058509,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,47,1.058511,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,48,1.058514,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,49,1.058516,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,50,1.058520,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,51,1.058523,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,52,1.058525,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,53,1.058528,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,54,1.058531,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,55,1.058533,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,56,1.058536,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,57,1.058538,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,58,1.058541,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,59,1.058543,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,60,1.058546,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,61,1.058548,1375,1.678877,-0.821123,2628,3.208791,0.708791,0A BE 14 88
95000,62,1.058550,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,63,1.058553,1377,1.681319,-0.818681,2626,3.206349,0.706349,0A C2 14 84
95000,64,1.058555,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,65,1.058558,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,66,1.058561,1377,1.681319,-0.818681,2626,3.206349,0.706349,0A C2 14 84
95000,67,1.058563,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,68,1.058566,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,69,1.058569,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,70,1.058572,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,71,1.058574,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,72,1.058577,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,73,1.058579,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,74,1.058582,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,75,1.058584,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,76,1.058587,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,77,1.058589,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,78,1.058592,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,79,1.058594,1375,1.678877,-0.821123,2628,3.208791,0.708791,0A BE 14 88
95000,80,1.058597,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,81,1.058599,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,82,1.058605,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,83,1.058608,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,84,1.058610,1377,1.681319,-0.818681,2626,3.206349,0.706349,0A C2 14 84
95000,85,1.058613,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,86,1.058640,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,87,1.058644,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,88,1.058647,1375,1.678877,-0.821123,2626,3.206349,0.706349,0A BE 14 84
95000,89,1.058650,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,90,1.058652,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,91,1.058655,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,92,1.058657,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,93,1.058661,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,94,1.058664,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,95,1.058666,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,96,1.058669,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,97,1.058671,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,98,1.058673,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,99,1.058676,1375,1.678877,-0.821123,2628,3.208791,0.708791,0A BE 14 88
95000,100,1.058678,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,101,1.058682,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,102,1.058685,1375,1.678877,-0.821123,2628,3.208791,0.708791,0A BE 14 88
95000,103,1.058687,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,104,1.058690,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,105,1.059107,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,106,1.059115,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,107,1.059118,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,108,1.059121,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,109,1.059124,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,110,1.059127,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,111,1.059129,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,112,1.059132,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,113,1.059135,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,114,1.059138,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,115,1.059140,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,116,1.059143,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,117,1.059145,1375,1.678877,-0.821123,2628,3.208791,0.708791,0A BE 14 88
95000,118,1.059147,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,119,1.059150,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,120,1.059152,1375,1.678877,-0.821123,2628,3.208791,0.708791,0A BE 14 88
95000,121,1.059155,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
95000,122,1.059157,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,123,1.059159,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,124,1.059162,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,125,1.059165,1376,1.680098,-0.819902,2626,3.206349,0.706349,0A C0 14 84
95000,126,1.059167,1375,1.678877,-0.821123,2627,3.207570,0.707570,0A BE 14 86
95000,127,1.059169,1376,1.680098,-0.819902,2628,3.208791,0.708791,0A C0 14 88
95000,128,1.059172,1376,1.680098,-0.819902,2627,3.207570,0.707570,0A C0 14 86
96000,1,2.138761,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,2,2.138785,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,3,2.138789,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,4,2.138793,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,5,2.138796,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,6,2.138800,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,7,2.138803,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,8,2.138807,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,9,2.138810,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,10,2.138813,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,11,2.138816,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,12,2.138819,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,13,2.138822,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,14,2.138825,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,15,2.138828,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,16,2.138830,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,17,2.138834,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,18,2.138837,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,19,2.138840,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,20,2.138842,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,21,2.138845,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,22,2.138848,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,23,2.138851,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,24,2.138854,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,25,2.138857,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,26,2.138866,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,27,2.138870,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,28,2.138873,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,29,2.138875,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,30,2.138879,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,31,2.138881,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,32,2.138884,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,33,2.138887,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,34,2.138891,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,35,2.138894,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,36,2.138897,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,37,2.138900,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,38,2.138902,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,39,2.138906,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,40,2.138908,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,41,2.138911,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,42,2.138915,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,43,2.138917,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,44,2.138921,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,45,2.138924,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,46,2.138927,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,47,2.138930,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,48,2.138932,1352,1.650794,-0.849206,2627,3.207570,0.707570,0A 90 14 86
96000,49,2.138935,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,50,2.138938,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,51,2.138941,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,52,2.138944,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,53,2.138947,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,54,2.138951,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,55,2.138953,1352,1.650794,-0.849206,2627,3.207570,0.707570,0A 90 14 86
96000,56,2.138956,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,57,2.138959,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,58,2.138962,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,59,2.138965,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,60,2.138968,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,61,2.138970,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,62,2.138973,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,63,2.138976,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,64,2.138979,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,65,2.138982,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,66,2.138986,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,67,2.138989,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,68,2.138992,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,69,2.138995,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,70,2.138998,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,71,2.139000,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,72,2.139003,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,73,2.139006,1352,1.650794,-0.849206,2627,3.207570,0.707570,0A 90 14 86
96000,74,2.139009,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,75,2.139011,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,76,2.139014,1352,1.650794,-0.849206,2627,3.207570,0.707570,0A 90 14 86
96000,77,2.139017,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,78,2.139021,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,79,2.139024,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,80,2.139027,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,81,2.139030,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,82,2.139033,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,83,2.139036,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,84,2.139039,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,85,2.139041,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,86,2.139044,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,87,2.139047,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,88,2.139050,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,89,2.139053,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,90,2.139055,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,91,2.139058,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,92,2.139061,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,93,2.139064,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,94,2.139068,1351,1.649573,-0.850427,2626,3.206349,0.706349,0A 8E 14 84
96000,95,2.139071,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,96,2.139073,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,97,2.139076,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,98,2.139079,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,99,2.139082,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,100,2.139085,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,101,2.139087,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,102,2.139091,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,103,2.139093,1352,1.650794,-0.849206,2627,3.207570,0.707570,0A 90 14 86
96000,104,2.139096,1353,1.652015,-0.847985,2625,3.205128,0.705128,0A 92 14 82
96000,105,2.139099,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,106,2.139102,1352,1.650794,-0.849206,2627,3.207570,0.707570,0A 90 14 86
96000,107,2.139147,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,108,2.139151,1352,1.650794,-0.849206,2625,3.205128,0.705128,0A 90 14 82
96000,109,2.139154,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,110,2.139158,1353,1.652015,-0.847985,2627,3.207570,0.707570,0A 92 14 86
96000,111,2.139161,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,112,2.139164,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,113,2.139167,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,114,2.139170,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,115,2.139173,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,116,2.139175,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,117,2.139178,1353,1.652015,-0.847985,2627,3.207570,0.707570,0A 92 14 86
96000,118,2.139181,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,119,2.139184,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,120,2.139187,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,121,2.139189,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,122,2.139192,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,123,2.139195,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,124,2.139223,1352,1.650794,-0.849206,2627,3.207570,0.707570,0A 90 14 86
96000,125,2.139295,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,126,2.139299,1353,1.652015,-0.847985,2626,3.206349,0.706349,0A 92 14 84
96000,127,2.139302,1352,1.650794,-0.849206,2626,3.206349,0.706349,0A 90 14 84
96000,128,2.139305,1353,1.652015,-0.847985,2627,3.207570,0.707570,0A 92 14 86
97000,1,3.280529,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,2,3.280552,1309,1.598291,-0.901709,2620,3.199023,0.699023,0A 3A 14 78
97000,3,3.280557,1308,1.597070,-0.902930,2621,3.200244,0.700244,0A 38 14 7A
97000,4,3.280560,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,5,3.280563,1309,1.598291,-0.901709,2620,3.199023,0.699023,0A 3A 14 78
97000,6,3.280566,1308,1.597070,-0.902930,2620,3.199023,0.699023,0A 38 14 78
97000,7,3.280569,1308,1.597070,-0.902930,2621,3.200244,0.700244,0A 38 14 7A
97000,8,3.280572,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,9,3.280574,1308,1.597070,-0.902930,2620,3.199023,0.699023,0A 38 14 78
97000,10,3.280577,1308,1.597070,-0.902930,2621,3.200244,0.700244,0A 38 14 7A
97000,11,3.280579,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,12,3.280582,1309,1.598291,-0.901709,2620,3.199023,0.699023,0A 3A 14 78
97000,13,3.280584,1308,1.597070,-0.902930,2620,3.199023,0.699023,0A 38 14 78
97000,14,3.280586,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,15,3.280589,1310,1.599512,-0.900488,2621,3.200244,0.700244,0A 3C 14 7A
97000,16,3.280591,1308,1.597070,-0.902930,2620,3.199023,0.699023,0A 38 14 78
97000,17,3.280594,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,18,3.280596,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,19,3.280599,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,20,3.280602,1308,1.597070,-0.902930,2621,3.200244,0.700244,0A 38 14 7A
97000,21,3.280604,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,22,3.280606,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,23,3.280608,1308,1.597070,-0.902930,2620,3.199023,0.699023,0A 38 14 78
97000,24,3.280611,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,25,3.280613,1309,1.598291,-0.901709,2622,3.201465,0.701465,0A 3A 14 7C
97000,26,3.280661,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,27,3.280664,1310,1.599512,-0.900488,2620,3.199023,0.699023,0A 3C 14 78
97000,28,3.280667,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,29,3.280669,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,30,3.280672,1310,1.599512,-0.900488,2620,3.199023,0.699023,0A 3C 14 78
97000,31,3.280674,1309,1.598291,-0.901709,2620,3.199023,0.699023,0A 3A 14 78
97000,32,3.280676,1308,1.597070,-0.902930,2622,3.201465,0.701465,0A 38 14 7C
97000,33,3.280679,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,34,3.280682,1309,1.598291,-0.901709,2620,3.199023,0.699023,0A 3A 14 78
97000,35,3.280684,1308,1.597070,-0.902930,2621,3.200244,0.700244,0A 38 14 7A
97000,36,3.280687,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,37,3.280689,1310,1.599512,-0.900488,2620,3.199023,0.699023,0A 3C 14 78
97000,38,3.280692,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,39,3.280694,1309,1.598291,-0.901709,2622,3.201465,0.701465,0A 3A 14 7C
97000,40,3.280696,1309,1.598291,-0.901709,2620,3.199023,0.699023,0A 3A 14 78
97000,41,3.280699,1308,1.597070,-0.902930,2620,3.199023,0.699023,0A 38 14 78
97000,42,3.280702,1308,1.597070,-0.902930,2621,3.200244,0.700244,0A 38 14 7A
97000,43,3.280704,1309,1.598291,-0.901709,2621,3.200244,0.700244,0A 3A 14 7A
97000,44,3.280706,1309,1.598291,-0.901709,2620,3.199023,0.699023,0A 3A 14 78
97000,45,3.280709,1308,1.597070,-0.902930,2621,3.200244,0.700244,0A 38 14 7A
