sample,timestamp_s,code_a,voltage_a_v,ac_a_v,code_b,voltage_b_v,ac_b_v,raw_hex
1,0.002388,3569,4.357753,1.857753,961,1.173382,-1.326618,00 00 DF 10 3C 10
2,0.002412,498,0.608059,-1.891941,670,0.818071,-1.681929,00 00 1F 20 29 E8
3,0.002418,670,0.818071,-1.681929,3262,3.982906,1.482906,00 00 29 E8 CB E8
4,0.002424,3581,4.372405,1.872405,3266,3.987790,1.487790,00 00 DF D0 CC 20
5,0.002428,928,1.133089,-1.366911,771,0.941392,-1.558608,00 00 3A 00 30 38
6,0.002432,542,0.661783,-1.838217,1007,1.229548,-1.270452,00 00 21 E8 3E F8
7,0.002436,3587,4.379731,1.879731,3443,4.203907,1.703907,00 00 E0 38 D7 38
8,0.002439,3276,4.000000,1.500000,638,0.778999,-1.721001,00 00 CC C0 27 E0
9,0.002444,526,0.642247,-1.857753,799,0.975580,-1.524420,00 00 20 E8 31 F8
10,0.002448,3135,3.827839,1.327839,3597,4.391941,1.891941,00 00 C3 F8 E0 D8
11,0.002452,3532,4.312576,1.812576,927,1.131868,-1.368132,00 00 DC C0 39 F8
12,0.002455,716,0.874237,-1.625763,510,0.622711,-1.877289,00 00 2C C0 1F E0
13,0.002459,637,0.777778,-1.722222,3297,4.025641,1.525641,00 00 27 D0 CE 10
14,0.002463,3564,4.351648,1.851648,3251,3.969475,1.469475,00 00 DE C0 CB 38
15,0.002467,930,1.135531,-1.364469,638,0.778999,-1.721001,00 00 3A 20 27 E0
16,0.002470,563,0.687424,-1.812576,1004,1.225885,-1.274115,00 00 23 38 3E C0
17,0.002475,3452,4.214896,1.714896,3521,4.299145,1.799145,00 00 D7 C0 DC 18
18,0.002479,3262,3.982906,1.482906,783,0.956044,-1.543956,00 00 CB E8 30 F8
19,0.002482,541,0.660562,-1.839438,765,0.934066,-1.565934,00 00 21 D8 2F D0
20,0.002486,3135,3.827839,1.327839,3440,4.200244,1.700244,00 00 C3 F8 D7 00
21,0.002490,3532,4.312576,1.812576,944,1.152625,-1.347375,00 00 DC C0 3B 00
22,0.002494,655,0.799756,-1.700244,782,0.954823,-1.545177,00 00 28 F8 30 E8
23,0.002497,575,0.702076,-1.797924,3298,4.026862,1.526862,00 00 23 F0 CE 20
24,0.002501,3635,4.438339,1.938339,3229,3.942613,1.442613,00 00 E3 38 C9 D8
25,0.002505,767,0.936508,-1.563492,575,0.702076,-1.797924,00 00 2F F0 23 F8
26,0.002508,643,0.785104,-1.714896,1010,1.233211,-1.266789,00 00 28 38 3F 20
27,0.002512,3597,4.391941,1.891941,3521,4.299145,1.799145,00 00 E0 D8 DC 10
28,0.002516,3265,3.986569,1.486569,783,0.956044,-1.543956,00 00 CC 18 30 F8
29,0.002521,641,0.782662,-1.717338,767,0.936508,-1.563492,00 00 28 18 2F F0
30,0.002525,3148,3.843712,1.343712,3443,4.203907,1.703907,00 00 C4 C0 D7 38
31,0.002529,3583,4.374847,1.874847,892,1.089133,-1.410867,00 00 DF F8 37 C0
32,0.002532,498,0.608059,-1.891941,781,0.953602,-1.546398,00 00 1F 20 30 D8
33,0.002536,638,0.778999,-1.721001,3262,3.982906,1.482906,00 00 27 E8 CB E8
34,0.002540,3635,4.438339,1.938339,3296,4.024420,1.524420,00 00 E3 38 CE 00
35,0.002544,830,1.013431,-1.486569,510,0.622711,-1.877289,00 00 33 E0 1F E0
36,0.002548,527,0.643468,-1.856532,3075,3.754579,1.254579,00 00 20 F8 C0 38
37,0.002552,3587,4.379731,1.879731,3389,4.137973,1.637973,00 00 E0 38 D3 D8
38,0.002555,3200,3.907204,1.407204,638,0.778999,-1.721001,00 00 C8 00 27 E0
39,0.002559,643,0.785104,-1.714896,898,1.096459,-1.403541,00 00 28 38 38 20
40,0.002562,3151,3.847375,1.347375,3522,4.300366,1.800366,00 00 C4 F8 DC 20
41,0.002566,3554,4.339438,1.839438,912,1.113553,-1.386447,00 00 DE 20 39 00
42,0.002569,706,0.862027,-1.637973,510,0.622711,-1.877289,00 00 2C 20 1F E0
43,0.002573,638,0.778999,-1.721001,3312,4.043956,1.543956,00 00 27 E0 CF 00
44,0.002577,541,0.660562,-1.839438,1007,1.229548,-1.270452,00 00 21 D8 3E F8
45,0.002580,3452,4.214896,1.714896,3390,4.139194,1.639194,00 00 D7 C0 D3 E0
46,0.002584,3231,3.945055,1.445055,752,0.918193,-1.581807,00 00 C9 F8 2F 00
47,0.002588,541,0.660562,-1.839438,799,0.975580,-1.524420,00 00 21 D8 31 F8
48,0.002591,3167,3.866911,1.366911,3586,4.378510,1.878510,00 00 C5 F8 E0 28
49,0.002595,3532,4.312576,1.812576,912,1.113553,-1.386447,00 00 DC C0 39 00
50,0.002598,640,0.781441,-1.718559,637,0.777778,-1.722222,00 00 28 00 27 D0
51,0.002602,508,0.620269,-1.879731,3298,4.026862,1.526862,00 00 1F C0 CE 20
52,0.002605,3564,4.351648,1.851648,3229,3.942613,1.442613,00 00 DE C0 C9 D8
53,0.002609,898,1.096459,-1.403541,574,0.700855,-1.799145,00 00 38 20 23 E8
54,0.002613,563,0.687424,-1.812576,1010,1.233211,-1.266789,00 00 23 38 3F 20
55,0.002616,3568,4.356532,1.856532,3521,4.299145,1.799145,00 00 DF 00 DC 10
56,0.002620,3230,3.943834,1.443834,783,0.956044,-1.543956,00 00 C9 E8 30 F8
57,0.002624,541,0.660562,-1.839438,767,0.936508,-1.563492,00 00 21 D8 2F F0
58,0.002628,3167,3.866911,1.366911,3452,4.214896,1.714896,00 00 C5 F8 D7 C0
59,0.002631,3532,4.312576,1.812576,894,1.091575,-1.408425,00 00 DC C0 37 E0
60,0.002636,543,0.663004,-1.836996,781,0.953602,-1.546398,00 00 21 F8 30 D8
61,0.002640,770,0.940171,-1.559829,3262,3.982906,1.482906,00 00 30 20 CB E8
62,0.002644,3564,4.351648,1.851648,3296,4.024420,1.524420,00 00 DE C0 CE 00
63,0.002648,908,1.108669,-1.391331,510,0.622711,-1.877289,00 00 38 C0 1F E0
64,0.002651,255,0.311355,-2.188645,991,1.210012,-1.289988,00 00 0F F0 3D F8
65,0.002656,3597,4.391941,1.891941,3457,4.221001,1.721001,00 00 E0 D8 D8 18
66,0.002659,3265,3.986569,1.486569,780,0.952381,-1.547619,00 00 CC 10 30 C0
67,0.002663,498,0.608059,-1.891941,829,1.012210,-1.487790,00 00 1F 20 33 D8
68,0.002667,3200,3.907204,1.407204,3443,4.203907,1.703907,00 00 C8 08 D7 38
69,0.002671,3568,4.356532,1.856532,768,0.937729,-1.562271,00 00 DF 00 30 00
70,0.002674,498,0.608059,-1.891941,782,0.954823,-1.545177,00 00 1F 20 30 E8
