frequency_hz,ad5245_value,ad5245_readback,sample,timestamp_s,code_a,voltage_a_v,ac_a_v,code_b,voltage_b_v,ac_b_v,raw_hex
95000,1,1,22,2.356589,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,23,2.356591,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,24,2.356592,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,25,2.356594,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,26,2.356596,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,27,2.356597,1251,1.527473,-0.972527,2598,3.172161,0.672161,09 C6 14 4C
95000,1,1,28,2.356599,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,29,2.356600,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,30,2.356602,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,31,2.356603,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,32,2.356605,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,33,2.356606,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,34,2.356609,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,35,2.356612,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,36,2.356616,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,37,2.356617,1251,1.527473,-0.972527,2598,3.172161,0.672161,09 C6 14 4C
95000,1,1,38,2.356618,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,39,2.356620,1249,1.525031,-0.974969,2600,3.174603,0.674603,09 C2 14 50
95000,1,1,40,2.356621,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,41,2.356625,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,42,2.356627,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,43,2.356628,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,44,2.356630,1251,1.527473,-0.972527,2598,3.172161,0.672161,09 C6 14 4C
95000,1,1,45,2.356631,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,46,2.356632,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,47,2.356634,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,48,2.356637,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,49,2.356639,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,50,2.356640,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,51,2.356642,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,52,2.356643,1249,1.525031,-0.974969,2598,3.172161,0.672161,09 C2 14 4C
95000,1,1,53,2.356645,1248,1.523810,-0.976190,2599,3.173382,0.673382,09 C0 14 4E
95000,1,1,54,2.356647,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,55,2.356648,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,56,2.356650,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,57,2.356651,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,58,2.356652,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,59,2.356654,1249,1.525031,-0.974969,2597,3.170940,0.670940,09 C2 14 4A
95000,1,1,60,2.356655,1248,1.523810,-0.976190,2598,3.172161,0.672161,09 C0 14 4C
95000,1,1,61,2.356660,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,62,2.356661,1249,1.525031,-0.974969,2598,3.172161,0.672161,09 C2 14 4C
95000,1,1,63,2.356663,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,64,2.356664,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,65,2.356666,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,66,2.356669,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,67,2.356670,1248,1.523810,-0.976190,2598,3.172161,0.672161,09 C0 14 4C
95000,1,1,68,2.356672,1248,1.523810,-0.976190,2599,3.173382,0.673382,09 C0 14 4E
95000,1,1,69,2.356673,1249,1.525031,-0.974969,2598,3.172161,0.672161,09 C2 14 4C
95000,1,1,70,2.356675,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,71,2.356676,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,72,2.356677,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,73,2.356680,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,74,2.356682,1249,1.525031,-0.974969,2598,3.172161,0.672161,09 C2 14 4C
95000,1,1,75,2.356685,1248,1.523810,-0.976190,2599,3.173382,0.673382,09 C0 14 4E
95000,1,1,76,2.356687,1249,1.525031,-0.974969,2598,3.172161,0.672161,09 C2 14 4C
95000,1,1,77,2.356688,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,78,2.356691,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,79,2.356692,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,80,2.356694,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,81,2.356695,1249,1.525031,-0.974969,2598,3.172161,0.672161,09 C2 14 4C
95000,1,1,82,2.356696,1248,1.523810,-0.976190,2599,3.173382,0.673382,09 C0 14 4E
95000,1,1,83,2.356698,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,84,2.356699,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,85,2.356701,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,86,2.356702,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,87,2.356705,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,88,2.356709,1249,1.525031,-0.974969,2598,3.172161,0.672161,09 C2 14 4C
95000,1,1,89,2.356710,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,90,2.356712,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,91,2.356713,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,92,2.356715,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,93,2.356716,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,94,2.356719,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,95,2.356720,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,96,2.356721,1249,1.525031,-0.974969,2600,3.174603,0.674603,09 C2 14 50
95000,1,1,97,2.356723,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,98,2.356724,1251,1.527473,-0.972527,2598,3.172161,0.672161,09 C6 14 4C
95000,1,1,99,2.356726,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,100,2.356727,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,101,2.356730,1251,1.527473,-0.972527,2598,3.172161,0.672161,09 C6 14 4C
95000,1,1,102,2.356732,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,103,2.356733,1249,1.525031,-0.974969,2600,3.174603,0.674603,09 C2 14 50
95000,1,1,104,2.356735,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,105,2.356738,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,106,2.356740,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,107,2.356742,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,108,2.356743,1251,1.527473,-0.972527,2598,3.172161,0.672161,09 C6 14 4C
95000,1,1,109,2.356745,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,110,2.356748,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,111,2.356749,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
95000,1,1,112,2.356752,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,113,2.356754,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,114,2.356757,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,115,2.356759,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,116,2.356760,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,117,2.356761,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,118,2.356763,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,119,2.356764,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,120,2.356766,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,121,2.356767,1251,1.527473,-0.972527,2599,3.173382,0.673382,09 C6 14 4E
95000,1,1,122,2.356768,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,123,2.356770,1249,1.525031,-0.974969,2598,3.172161,0.672161,09 C2 14 4C
95000,1,1,124,2.356771,1248,1.523810,-0.976190,2599,3.173382,0.673382,09 C0 14 4E
95000,1,1,125,2.356772,1249,1.525031,-0.974969,2599,3.173382,0.673382,09 C2 14 4E
95000,1,1,126,2.356774,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,127,2.356776,1250,1.526252,-0.973748,2598,3.172161,0.672161,09 C4 14 4C
95000,1,1,128,2.356780,1250,1.526252,-0.973748,2599,3.173382,0.673382,09 C4 14 4E
96000,18,18,1,23.922434,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,2,23.922451,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,3,23.922454,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,4,23.922457,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,5,23.922458,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,6,23.922460,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,7,23.922462,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,8,23.922463,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,9,23.922465,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,10,23.922467,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,11,23.922469,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,12,23.922471,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,13,23.922472,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,14,23.922474,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,15,23.922476,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,16,23.922477,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,17,23.922479,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,18,23.922481,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,19,23.922482,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,20,23.922484,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,21,23.922486,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,22,23.922488,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,23,23.922489,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,24,23.922491,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,25,23.922493,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,26,23.922495,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,27,23.922496,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,28,23.922498,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,29,23.922500,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,30,23.922502,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,31,23.922503,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,32,23.922505,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,33,23.922507,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,34,23.922509,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,35,23.922511,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,36,23.922512,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,37,23.922534,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,38,23.922536,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,39,23.922538,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,40,23.922539,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,41,23.922541,1228,1.499389,-1.000611,2606,3.181929,0.681929,09 98 14 5C
96000,18,18,42,23.922543,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,43,23.922545,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,44,23.922547,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,45,23.922549,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,46,23.922550,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,47,23.922552,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,48,23.922554,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,49,23.922555,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,50,23.922557,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,51,23.922558,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,52,23.922560,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,53,23.922561,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,54,23.922563,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,55,23.922565,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,56,23.922566,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,57,23.922568,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,58,23.922570,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,59,23.922571,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,60,23.922573,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,61,23.922575,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,62,23.922577,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,63,23.922579,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,64,23.922580,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,65,23.922582,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,66,23.922585,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,67,23.922586,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,68,23.922588,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,69,23.922589,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,70,23.922590,1230,1.501832,-0.998168,2608,3.184371,0.684371,09 9C 14 60
96000,18,18,71,23.922592,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,72,23.922594,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,73,23.922595,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,74,23.922597,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,75,23.922598,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,76,23.922600,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,77,23.922601,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,78,23.922605,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,79,23.922607,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,80,23.922609,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,81,23.922610,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,82,23.922611,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,83,23.922613,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,84,23.922615,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,85,23.922616,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,86,23.922618,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,87,23.922619,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,88,23.922621,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,89,23.922622,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,90,23.922623,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,91,23.922625,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,92,23.922626,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,93,23.922628,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,94,23.922630,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,95,23.922631,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,96,23.922632,1228,1.499389,-1.000611,2606,3.181929,0.681929,09 98 14 5C
96000,18,18,97,23.922634,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,98,23.922635,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,99,23.922637,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,100,23.922638,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,101,23.922640,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,102,23.922642,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,103,23.922643,1228,1.499389,-1.000611,2606,3.181929,0.681929,09 98 14 5C
96000,18,18,104,23.922645,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,105,23.922647,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,106,23.922648,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,107,23.922649,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,108,23.922651,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,109,23.922652,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,110,23.922655,1228,1.499389,-1.000611,2606,3.181929,0.681929,09 98 14 5C
96000,18,18,111,23.922656,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,112,23.922658,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,113,23.922659,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,114,23.922661,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,115,23.922662,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,116,23.922663,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,117,23.922665,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,118,23.922667,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,119,23.922668,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,120,23.922670,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,121,23.922671,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,122,23.922672,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
96000,18,18,123,23.922674,1229,1.500611,-0.999389,2606,3.181929,0.681929,09 9A 14 5C
96000,18,18,124,23.922675,1228,1.499389,-1.000611,2607,3.183150,0.683150,09 98 14 5E
96000,18,18,125,23.922677,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,126,23.922678,1229,1.500611,-0.999389,2607,3.183150,0.683150,09 9A 14 5E
96000,18,18,127,23.922680,1230,1.501832,-0.998168,2606,3.181929,0.681929,09 9C 14 5C
96000,18,18,128,23.922681,1230,1.501832,-0.998168,2607,3.183150,0.683150,09 9C 14 5E
97000,79,79,1,58.157533,1229,1.500611,-0.999389,2630,3.211233,0.711233,09 9A 14 8C
97000,79,79,2,58.157550,1229,1.500611,-0.999389,2630,3.211233,0.711233,09 9A 14 8C
97000,79,79,3,58.157553,1229,1.500611,-0.999389,2630,3.211233,0.711233,09 9A 14 8C
97000,79,79,4,58.157555,1229,1.500611,-0.999389,2630,3.211233,0.711233,09 9A 14 8C
97000,79,79,5,58.157557,1228,1.499389,-1.000611,2631,3.212454,0.712454,09 98 14 8E
97000,79,79,6,58.157559,1229,1.500611,-0.999389,2630,3.211233,0.711233,09 9A 14 8C
97000,79,79,7,58.157562,1229,1.500611,-0.999389,2629,3.210012,0.710012,09 9A 14 8A
97000,79,79,8,58.157564,1229,1.500611,-0.999389,2630,3.211233,0.711233,09 9A 14 8C
97000,79,79,9,58.157567,1228,1.499389,-1.000611,2631,3.212454,0.712454,09 98 14 8E
97000,79,79,10,58.157568,1228,1.499389,-1.000611,2630,3.211233,0.711233,09 98 14 8C
97000,79,79,11,58.157571,1229,1.500611,-0.999389,2630,3.211233,0.711233,09 9A 14 8C
97000,79,79,12,58.157573,1229,1.500611,-0.999389,2631,3.212454,0.712454,09 9A 14 8E
97000,79,79,13,58.157575,1229,1.500611,-0.999389,2630,3.211233,0.711233,09 9A 14 8C
97000,79,79,14,58.157577,1229,1.500611,-0.999389,2630,3.211233,0.711233,09 9A 14 8C
97000,79,79,15,58.157578,1228,1.499389,-1.000611,2630,3.211233,0.711233,09 98 14 8C
97000,79,79,16,58.157580,1229,1.500611,-0.999389,2631,3.212454,0.712454,09 9A 14 8E
